ofs,nom,canton,district,revenu_median_est,part_haut_revenu,nb_contribuables,coefficient,fortune_moy_chf,revenu_norm,coeff_norm,indice_pouvoir_achat
6629,Meinier,Genève,Genève,57974.0,23.0,1024.0,42.0,,40.22721291341346,65.38461538461539,37.4
2145,Le Pâquier (FR),Fribourg,La Gruyère,60311.0,21.0,718.0,80.0,,45.352662514255634,70.58823529411765,37.4
5555,Corcelles-près-Concise,Vaud,Jura-Nord vaudois,56373.0,20.9,234.0,69.0,180436.0,36.71593999473638,62.16216216216216,37.3
2265,Kerzers,Fribourg,See,59573.0,18.5,2785.0,79.0,,43.73409948241074,69.11764705882352,37.3
2211,Neyruz (FR),Fribourg,La Sarine,60869.0,22.7,1495.0,81.0,,46.57645407491886,72.05882352941177,37.3
2153,Sorens,Fribourg,La Gruyère,55475.0,17.7,623.0,73.0,,34.746468988507765,60.29411764705882,37.2
5497,Pompaples,Vaud,Morges,52501.0,15.6,456.0,66.0,471789.0,28.22396701465041,54.054054054054056,37.1
5474,La Chaux (Cossonay),Vaud,Morges,64859.0,21.7,235.0,76.0,471789.0,55.327221686112814,81.08108108108108,37.1
6606,Bellevue,Genève,Genève,52316.0,24.0,1773.0,39.0,,27.818229669269236,53.84615384615385,37.0
5642,Morges,Vaud,Morges,53661.0,17.8,9409.0,67.0,471789.0,30.768049828932366,56.75675675675676,37.0
5661,Boulens,Vaud,Gros-de-Vaud,59001.0,22.1,222.0,71.5,264755.0,42.479603473988945,68.91891891891892,36.8
5652,Villars-sous-Yens,Vaud,Morges,62091.0,24.1,319.0,74.0,471789.0,49.256513729274495,75.67567567567568,36.8
5583,Crissier,Vaud,Ouest lausannois,49004.0,16.0,4528.0,63.5,188994.0,20.554434599526274,47.2972972972973,36.6
5905,Champvent,Vaud,Jura-Nord vaudois,56883.0,20.4,367.0,70.0,180436.0,37.83445916308448,64.86486486486487,36.5
5607,Puidoux,Vaud,Lavaux-Oron,55030.0,19.9,1596.0,68.5,563599.0,33.770506184753046,60.810810810810814,36.5
2097,Rue,Fribourg,La Glâne,57408.0,16.8,874.0,77.0,,38.98587595403106,66.17647058823529,36.4
2102,Ursy,Fribourg,La Glâne,57415.0,18.5,1851.0,77.0,,39.00122817791034,66.17647058823529,36.4
5539,Vuarrens,Vaud,Gros-de-Vaud,61036.0,25.1,553.0,73.5,264755.0,46.942714273181856,74.32432432432432,36.3
5930,Suscévaz,Vaud,Jura-Nord vaudois,59167.0,22.9,105.0,72.0,180436.0,42.843670497412056,70.27027027027027,36.3
2237,Prez,Fribourg,La Sarine,59235.0,21.5,1291.0,80.0,,42.99280638652513,70.58823529411765,36.2
5564,Novalles,Vaud,Jura-Nord vaudois,63971.0,17.6,51.0,76.0,180436.0,53.37968242828318,81.08108108108108,36.1
5891,Veytaux,Vaud,Riviera-Pays-d'Enhaut,50324.0,16.3,545.0,65.0,337178.0,23.449425388191948,51.35135135135135,36.0
5571,Tévenon,Vaud,Jura-Nord vaudois,58164.0,18.9,492.0,71.5,180436.0,40.64391613299412,68.91891891891892,35.9
5582,Cheseaux-sur-Lausanne,Vaud,Lausanne,59977.0,21.5,2470.0,73.0,253297.0,44.62014211772963,72.97297297297297,35.8
5937,Vugelles-La Mothe,Vaud,Jura-Nord vaudois,56001.0,11.8,68.0,70.0,180436.0,35.90007895429424,64.86486486486487,35.5
5911,Cuarny,Vaud,Jura-Nord vaudois,59678.0,20.7,140.0,73.0,180436.0,43.96438284060005,72.97297297297297,35.5
5693,Montanaire,Vaud,Gros-de-Vaud,56001.0,17.8,1552.0,70.0,264755.0,35.90007895429424,64.86486486486487,35.5
6632,Perly-Certoux,Genève,Genève,57955.0,22.1,1639.0,43.0,,40.185542591455395,69.23076923076923,35.5
5554,Concise,Vaud,Jura-Nord vaudois,53126.0,18.4,592.0,68.0,180436.0,29.594701289586805,59.45945945945946,35.1
5537,Villars-le-Terroir,Vaud,Gros-de-Vaud,62972.0,27.6,685.0,76.0,264755.0,51.18870076322485,81.08108108108108,35.1
5412,Rennaz,Vaud,Aigle,48095.0,12.7,488.0,64.0,228474.0,18.56083867005878,48.64864864864865,35.0
5743,Arnex-sur-Orbe,Vaud,Jura-Nord vaudois,56633.0,17.5,378.0,71.0,180436.0,37.28616545310992,67.56756756756756,34.9
5527,Morrens (VD),Vaud,Gros-de-Vaud,60380.0,26.1,625.0,74.0,264755.0,45.50399157820861,75.67567567567568,34.9
5556,Fiez,Vaud,Jura-Nord vaudois,54168.0,22.0,254.0,69.0,180436.0,31.879989472760766,62.16216216216216,34.9
5487,Lussery-Villars,Vaud,Gros-de-Vaud,61508.0,20.7,266.0,75.0,264755.0,47.977892797613826,78.37837837837837,34.8
5515,Bretigny-sur-Morrens,Vaud,Gros-de-Vaud,62711.0,23.8,483.0,76.0,264755.0,50.616282130011406,81.08108108108108,34.8
2041,Saint-Aubin (FR),Fribourg,La Broye,57869.0,19.5,1069.0,80.0,,39.99692955522414,70.58823529411765,34.7
5816,Corcelles-près-Payerne,Vaud,Broye-Vully,49107.0,12.3,1519.0,65.0,149121.0,20.780331608035794,51.35135135135135,34.7
5665,Chavannes-sur-Moudon,Vaud,Broye-Vully,55289.0,15.7,127.0,70.0,149121.0,34.33853846828669,64.86486486486487,34.7
5931,Treycovagnes,Vaud,Jura-Nord vaudois,58929.0,22.8,268.0,73.0,180436.0,42.32169488551627,72.97297297297297,34.7
5592,Romanel-sur-Lausanne,Vaud,Lausanne,55814.0,17.2,2089.0,70.5,253297.0,35.48995525923326,66.21621621621621,34.6
6605,Bardonnex,Genève,Genève,57151.0,23.0,1245.0,43.0,,38.4222300201772,69.23076923076923,34.6
2128,Châtel-sur-Montsalvens,Fribourg,La Gruyère,57251.0,18.3,197.0,79.5,,38.641547504167036,69.85294117647058,34.4
5884,Corsier-sur-Vevey,Vaud,Riviera-Pays-d'Enhaut,48030.0,14.8,1856.0,64.5,337178.0,18.418282305465393,50.0,34.2
5683,Prévonloup,Vaud,Broye-Vully,57813.0,14.5,117.0,72.5,149121.0,39.87411176418984,71.62162162162163,34.1
5813,Chevroux,Vaud,Broye-Vully,52886.0,21.1,284.0,68.5,149121.0,29.068339328011227,60.810810810810814,34.1
2025,Lully (FR),Fribourg,La Broye,57292.0,20.3,646.0,80.0,,38.73146767260286,70.58823529411765,34.1
2304,St. Ursen,Fribourg,Sense,53778.0,16.8,803.0,75.0,,31.024651285200456,63.23529411764706,33.9
5692,Vucherens,Vaud,Broye-Vully,60589.0,23.4,338.0,75.0,149121.0,45.962365119747346,78.37837837837837,33.8
2155,Vaulruz,Fribourg,La Gruyère,56358.0,17.3,629.0,79.0,,36.683042372137905,69.11764705882352,33.8
2050,Les Montets,Fribourg,La Broye,55189.0,16.9,852.0,77.4,,34.11922098429687,66.76470588235294,33.7
5498,La Sarraz,Vaud,Morges,54359.0,17.4,1378.0,70.0,471789.0,32.29888586718133,64.86486486486487,33.7
5910,Cronay,Vaud,Jura-Nord vaudois,60385.0,20.8,226.0,75.0,180436.0,45.514957452408105,78.37837837837837,33.6
2293,Düdingen,Fribourg,Sense,58133.0,17.7,5065.0,82.0,,40.575927712957274,73.52941176470588,33.5
2308,Ueberstorf,Fribourg,Sense,61377.0,19.6,1390.0,87.0,,47.69058689358715,80.88235294117648,33.4
5744,Ballaigues,Vaud,Jura-Nord vaudois,47935.0,11.2,632.0,65.0,180436.0,18.20993069567506,51.35135135135135,33.4
2134,Grandvillard,Fribourg,La Gruyère,56478.0,18.8,473.0,80.0,,36.94622335292569,70.58823529411765,33.2
5749,Chavornay,Vaud,Jura-Nord vaudois,54478.0,16.1,2894.0,70.5,180436.0,32.55987367312922,66.21621621621621,33.2
6615,Collex-Bossy,Genève,Genève,61131.0,31.4,725.0,46.0,,47.15106588297219,80.76923076923077,33.2
2234,La Brillaz,Fribourg,La Sarine,59858.0,22.0,1176.0,85.0,,44.35915431178174,77.94117647058823,33.2
2238,Bois-d'Amont,Fribourg,La Sarine,59789.0,21.7,1233.0,85.0,,44.20782524782876,77.94117647058823,33.1
5481,Dizy,Vaud,Morges,59936.0,24.1,133.0,75.0,471789.0,44.5302219492938,78.37837837837837,33.1
2125,Bulle,Fribourg,La Gruyère,52558.0,13.2,13207.0,74.3,,28.34897798052461,62.205882352941174,33.1
2236,Gibloux,Fribourg,La Sarine,57640.0,20.4,4291.0,82.0,,39.49469251688745,73.52941176470588,33.0
5792,Montpreveyres,Vaud,Lavaux-Oron,59227.0,22.3,350.0,74.5,563599.0,42.975260987805946,77.02702702702703,33.0
5803,Vulliens,Vaud,Broye-Vully,58594.0,21.0,338.0,74.0,149121.0,41.586981314150364,75.67567567567568,33.0
5429,Longirod,Vaud,Nyon,62939.0,27.2,283.0,77.5,601453.0,51.116325993508205,85.13513513513513,33.0
5409,Ollon,Vaud,Aigle,51178.0,20.5,3756.0,68.0,228474.0,25.32239670146504,59.45945945945946,32.9
2137,Hauteville,Fribourg,La Gruyère,54714.0,21.1,355.0,77.7,,33.0774629353452,67.20588235294119,32.9
6601,Aire-la-Ville,Genève,Genève,67771.0,31.8,570.0,50.0,,61.713746819896485,96.15384615384616,32.8
5516,Cugy (VD),Vaud,Gros-de-Vaud,60927.0,25.8,1392.0,76.0,264755.0,46.70365821563295,81.08108108108108,32.8
2186,Cottens (FR),Fribourg,La Sarine,56137.0,20.9,815.0,80.0,,36.198350732520396,70.58823529411765,32.8
2027,Ménières,Fribourg,La Broye,61459.0,19.2,208.0,88.1,,47.87042723045881,82.5,32.7
5746,Bavois,Vaud,Jura-Nord vaudois,55894.0,19.3,592.0,72.0,180436.0,35.66540924642512,70.27027027027027,32.7
5908,Chêne-Pâquier,Vaud,Jura-Nord vaudois,59559.0,21.5,79.0,75.0,180436.0,43.70339503465217,78.37837837837837,32.7
2278,Ulmiz,Fribourg,See,59180.0,21.1,261.0,85.0,,42.872181770330734,77.94117647058823,32.5
2254,Courtepin,Fribourg,See,55766.0,18.1,2749.0,80.0,,35.38468286691815,70.58823529411765,32.4
5403,Chessel,Vaud,Aigle,47000.0,11.8,288.0,65.0,228474.0,16.159312220370207,51.35135135135135,32.4
5451,Avenches,Vaud,Broye-Vully,46865.0,11.7,2394.0,65.0,149121.0,15.863233616983946,51.35135135135135,32.3
5932,Ursins,Vaud,Jura-Nord vaudois,59167.0,20.2,124.0,75.0,180436.0,42.843670497412056,78.37837837837837,32.2
5924,Orges,Vaud,Jura-Nord vaudois,57813.0,17.3,225.0,74.0,180436.0,39.87411176418984,75.67567567567568,32.1
5534,Rueyres,Vaud,Gros-de-Vaud,56466.0,26.6,173.0,73.0,264755.0,36.91990525484692,72.97297297297297,32.0
5531,Penthéréaz,Vaud,Gros-de-Vaud,57599.0,25.6,227.0,74.0,264755.0,39.404772348451615,75.67567567567568,31.9
2135,Gruyères,Fribourg,La Gruyère,55298.0,19.2,1226.0,80.0,,34.358277041845774,70.58823529411765,31.9
5425,Bière,Vaud,Morges,51370.0,13.3,871.0,69.0,471789.0,25.7434862707255,62.16216216216216,31.8
5430,Marchissy,Vaud,Nyon,61831.0,24.2,277.0,77.5,601453.0,48.68628827090096,85.13513513513513,31.8
5873,Le Lieu,Vaud,Jura-Nord vaudois,52591.0,16.4,505.0,70.0,180436.0,28.421352750241248,64.86486486486487,31.8
6618,Confignon,Genève,Genève,59819.0,28.3,2263.0,46.0,,44.2736204930257,80.76923076923077,31.8
5490,Moiry,Vaud,Morges,60001.0,20.6,170.0,76.0,471789.0,44.672778313887186,81.08108108108108,31.8
2226,Treyvaux,Fribourg,La Sarine,55124.0,19.1,869.0,80.0,,33.976664619703485,70.58823529411765,31.7
5561,Grandson,Vaud,Jura-Nord vaudois,51314.0,19.0,1958.0,69.0,180436.0,25.6206684796912,62.16216216216216,31.7
2333,Remaufens,Fribourg,La Veveyse,60442.0,21.3,684.0,88.0,,45.63996841828231,82.35294117647058,31.6
5415,Yvorne,Vaud,Aigle,54314.0,16.2,599.0,71.5,228474.0,32.20019299938591,68.91891891891892,31.6
2053,Belmont-Broye,Fribourg,La Broye,53694.0,15.2,3209.0,78.0,,30.840424598649,67.64705882352942,31.6
5805,Oron,Vaud,Lavaux-Oron,51005.0,17.9,3328.0,69.0,563599.0,24.942977454162644,62.16216216216216,31.4
5495,Penthalaz,Vaud,Gros-de-Vaud,55245.0,16.3,1747.0,72.5,264755.0,34.24203877533117,71.62162162162163,31.3
5654,Vullierens,Vaud,Morges,59549.0,20.9,301.0,76.0,471789.0,43.681463286253184,81.08108108108108,31.3
5762,Sergey,Vaud,Jura-Nord vaudois,59376.0,21.8,78.0,76.0,180436.0,43.30204403895079,81.08108108108108,31.1
5423,Ballens,Vaud,Morges,55515.0,19.9,312.0,73.0,471789.0,34.834195982103694,72.97297297297297,30.9
5919,Mathod,Vaud,Jura-Nord vaudois,54168.0,16.0,387.0,72.0,180436.0,31.879989472760766,70.27027027027027,30.8
5518,Echallens,Vaud,Gros-de-Vaud,54746.0,20.0,3118.0,72.5,264755.0,33.147644530221946,71.62162162162163,30.8
5854,Burtigny,Vaud,Nyon,57895.0,23.2,198.0,75.0,601453.0,40.0539521010615,78.37837837837837,30.8
5479,Cuarnens,Vaud,Morges,59001.0,27.5,298.0,76.0,471789.0,42.479603473988945,81.08108108108108,30.7
5413,Roche (VD),Vaud,Aigle,47168.0,12.4,973.0,66.5,228474.0,16.527765593473113,55.4054054054054,30.6
2123,Botterens,Fribourg,La Gruyère,57433.0,22.0,378.0,85.0,,39.04070532502851,77.94117647058823,30.5
2309,Wünnewil-Flamatt,Fribourg,Sense,55391.0,15.7,3137.0,82.0,,34.56224230195632,73.52941176470588,30.5
5741,L'Abergement,Vaud,Jura-Nord vaudois,63750.0,24.8,141.0,80.0,180436.0,52.89499078866567,91.8918918918919,30.5
2175,Belfaux,Fribourg,La Sarine,56667.0,19.4,1692.0,84.0,,37.360733397666465,76.47058823529412,30.4
5637,Lavigny,Vaud,Morges,54935.0,29.1,532.0,73.0,471789.0,33.56215457496272,72.97297297297297,30.3
5817,Grandcour,Vaud,Broye-Vully,53677.0,13.9,546.0,72.0,149121.0,30.803140626370734,70.27027027027027,30.3
5493,Orny,Vaud,Morges,54840.0,17.6,278.0,73.0,471789.0,33.353802965172385,72.97297297297297,30.2
2292,Brünisried,Fribourg,Sense,59759.0,15.3,391.0,89.0,,44.14203000263181,83.82352941176471,30.2
5886,Montreux,Vaud,Riviera-Pays-d'Enhaut,44881.0,14.4,13463.0,65.0,337178.0,11.511974734625845,51.35135135135135,30.1
6604,Avusy,Genève,Genève,63441.0,31.5,688.0,49.0,,52.21729976313711,92.3076923076923,30.0
2143,Morlon,Fribourg,La Gruyère,56448.0,21.8,381.0,84.3,,36.88042810772875,76.91176470588235,30.0
2325,Châtel-Saint-Denis,Fribourg,La Veveyse,55925.0,17.8,4443.0,83.6,,35.73339766646197,75.88235294117646,29.9
2301,Rechthalten,Fribourg,Sense,57485.0,17.7,678.0,86.0,,39.15475041670322,79.41176470588235,29.9
5913,Donneloye,Vaud,Jura-Nord vaudois,54482.0,20.0,476.0,73.0,180436.0,32.568646372488814,72.97297297297297,29.8
5437,Saubraz,Vaud,Morges,59303.0,25.2,210.0,77.0,471789.0,43.141942275638215,83.78378378378379,29.7
2336,Semsales,Fribourg,La Veveyse,55209.0,16.7,851.0,83.0,,34.163084481094835,75.0,29.6
2117,Villaz,Fribourg,La Glâne,56466.0,16.8,1277.0,85.0,,36.91990525484692,77.94117647058823,29.5
5671,Dompierre (VD),Vaud,Broye-Vully,60313.0,14.7,129.0,78.0,149121.0,45.35704886393543,86.48648648648648,29.4
5663,Bussy-sur-Moudon,Vaud,Broye-Vully,60888.0,17.6,125.0,78.5,149121.0,46.61812439687692,87.83783783783784,29.4
6625,Hermance,Genève,Genève,50606.0,27.4,533.0,42.0,,24.06790069304325,65.38461538461539,29.3
2114,Villorsonnens,Fribourg,La Glâne,52980.0,17.8,852.0,80.0,,29.274497762961666,70.58823529411765,29.3
5923,Oppens,Vaud,Gros-de-Vaud,61310.0,24.7,89.0,79.0,264755.0,47.54364417931398,89.1891891891892,29.2
2162,Bas-Intyamon,Fribourg,La Gruyère,54906.0,14.2,861.0,83.2,,33.49855250460567,75.29411764705883,29.1
2016,Fétigny,Fribourg,La Broye,56573.0,17.0,654.0,86.0,,37.15457496271603,79.41176470588235,28.9
5742,Agiez,Vaud,Jura-Nord vaudois,57378.0,14.1,198.0,76.0,180436.0,38.92008070883411,81.08108108108108,28.9
2160,Vuadens,Fribourg,La Gruyère,54350.0,18.3,1417.0,82.8,,32.279147293622245,74.70588235294117,28.8
5821,Missy,Vaud,Broye-Vully,48600.0,18.0,205.0,69.0,149121.0,19.668391964207387,62.16216216216216,28.8
5914,Ependes (VD),Vaud,Jura-Nord vaudois,54077.0,14.6,199.0,73.5,180436.0,31.68041056233003,74.32432432432432,28.7
2177,Chénens,Fribourg,La Sarine,60181.0,23.4,435.0,91.7,,45.06754978506887,87.79411764705883,28.6
5755,Lignerolle,Vaud,Jura-Nord vaudois,60097.0,18.0,222.0,78.5,180436.0,44.883323098517415,87.83783783783784,28.5
6608,Carouge (GE),Genève,Genève,46345.0,14.9,11814.0,40.0,,14.722782700236865,57.692307692307686,28.5
2054,Estavayer,Fribourg,La Broye,54832.0,16.2,5646.0,84.0,,33.3362575664532,76.47058823529412,28.4
5830,Villarzel,Vaud,Broye-Vully,55617.0,16.3,251.0,75.0,149121.0,35.05789981577331,78.37837837837837,28.3
2272,Misery-Courtion,Fribourg,See,57367.0,15.6,1196.0,88.0,,38.89595578559523,82.35294117647058,28.3
5401,Aigle,Vaud,Aigle,44524.0,10.3,5654.0,66.0,228474.0,10.729011316782174,54.054054054054056,28.3
6636,Puplinge,Genève,Genève,61726.0,25.0,1242.0,49.0,,48.45600491271164,92.3076923076923,28.1
2294,Giffers,Fribourg,Sense,55816.0,17.4,975.0,85.9,,35.49434160891306,79.26470588235294,28.1
2307,Tentlingen,Fribourg,Sense,55838.0,15.4,803.0,86.0,,35.54259145539083,79.41176470588235,28.1
2220,Le Mouret,Fribourg,La Sarine,54712.0,19.9,1805.0,84.5,,33.07307658566541,77.20588235294117,27.9
2029,Montagny (FR),Fribourg,La Broye,53986.0,14.7,1671.0,83.6,,31.480831651899287,75.88235294117646,27.8
5408,Noville,Vaud,Aigle,55129.0,21.7,586.0,75.0,228474.0,33.98763049390298,78.37837837837837,27.8
5831,Valbroye,Vaud,Broye-Vully,49500.0,15.3,1775.0,70.5,149121.0,21.6422493201158,66.21621621621621,27.7
5862,Tartegnin,Vaud,Nyon,60001.0,26.7,116.0,79.0,601453.0,44.672778313887186,89.1891891891892,27.7
2011,Cugy (FR),Fribourg,La Broye,54834.0,15.8,1072.0,85.0,,33.340643916133,77.94117647058823,27.7
2338,La Verrerie,Fribourg,La Veveyse,53454.0,16.2,734.0,83.0,,30.31406263707343,75.0,27.7
5827,Trey,Vaud,Broye-Vully,58612.0,17.0,165.0,78.0,149121.0,41.626458461268534,86.48648648648648,27.6
2335,Saint-Martin (FR),Fribourg,La Veveyse,55962.0,20.3,590.0,87.0,,35.814545135538204,80.88235294117648,27.5
5680,Ogens,Vaud,Gros-de-Vaud,56105.0,18.9,169.0,76.0,264755.0,36.12816913764365,81.08108108108108,27.5
5414,Villeneuve (VD),Vaud,Aigle,44288.0,12.3,3059.0,66.5,228474.0,10.21142205456619,55.4054054054054,27.4
5428,Gimel,Vaud,Morges,52184.0,20.2,1180.0,73.0,471789.0,27.528730590402667,72.97297297297297,27.3
5669,Curtilles,Vaud,Broye-Vully,49565.0,10.8,186.0,71.0,149121.0,21.784805684709184,67.56756756756756,27.1
6607,Bernex,Genève,Genève,59115.0,24.8,5253.0,48.0,,42.72962540573735,88.46153846153845,27.1
5903,Bioley-Magnoux,Vaud,Jura-Nord vaudois,50736.0,13.6,140.0,72.0,180436.0,24.35301342223002,70.27027027027027,27.0
5798,Ropraz,Vaud,Broye-Vully,57364.0,21.4,281.0,77.5,149121.0,38.88937626107553,85.13513513513513,26.9
5907,Chavannes-le-Chêne,Vaud,Jura-Nord vaudois,54269.0,17.0,188.0,75.0,180436.0,32.10150013159049,78.37837837837837,26.9
2152,Sâles,Fribourg,La Gruyère,54709.0,20.4,798.0,86.0,,33.06649706114572,79.41176470588235,26.8
5535,Saint-Barthélemy (VD),Vaud,Gros-de-Vaud,56563.0,21.9,462.0,77.0,264755.0,37.13264321431705,83.78378378378379,26.7
2328,Granges (Veveyse),Fribourg,La Veveyse,53126.0,18.0,518.0,84.0,,29.594701289586805,76.47058823529412,26.6
2079,Grangettes,Fribourg,La Glâne,53847.0,15.3,98.0,85.0,,31.175980349153438,77.94117647058823,26.6
5819,Henniez,Vaud,Broye-Vully,46539.0,11.3,212.0,69.0,149121.0,15.14825861917712,62.16216216216216,26.5
2115,Torny,Fribourg,La Glâne,53668.0,17.9,586.0,85.0,,30.78340205281165,77.94117647058823,26.4
5424,Berolle,Vaud,Morges,54488.0,23.9,176.0,75.5,471789.0,32.5818054215282,79.72972972972973,26.4
5760,Rances,Vaud,Jura-Nord vaudois,55556.0,20.6,286.0,76.5,180436.0,34.92411615053952,82.43243243243244,26.2
5752,Croy,Vaud,Jura-Nord vaudois,52405.0,16.5,230.0,74.0,180436.0,28.01342223002018,75.67567567567568,26.2
2216,Pierrafortscha,Fribourg,La Sarine,50000.0,21.6,88.0,80.0,,22.73883674006492,70.58823529411765,26.1
5785,Corcelles-le-Jorat,Vaud,Broye-Vully,53572.0,18.8,260.0,75.0,149121.0,30.57285726818142,78.37837837837837,26.1
5939,Yvonand,Vaud,Jura-Nord vaudois,51008.0,15.8,1996.0,73.0,180436.0,24.94955697868234,72.97297297297297,26.0
2149,La Roche,Fribourg,La Gruyère,53071.0,16.8,972.0,85.0,,29.474076673392403,77.94117647058823,25.8
5431,Mollens (VD),Vaud,Morges,51737.0,14.5,179.0,74.0,471789.0,26.548381436968153,75.67567567567568,25.4
2045,Vallon,Fribourg,La Broye,51340.0,16.1,280.0,83.0,,25.677691025528553,75.0,25.3
2323,Bossonnens,Fribourg,La Veveyse,55969.0,18.4,870.0,90.0,,35.829897359417494,85.29411764705883,25.3
2068,Châtonnaye,Fribourg,La Glâne,52613.0,14.2,520.0,85.0,,28.469602596719014,77.94117647058823,25.3
5675,Lucens,Vaud,Broye-Vully,46103.0,12.3,2148.0,69.5,149121.0,14.19203438898149,63.51351351351351,25.3
6635,Presinge,Genève,Genève,43334.0,21.7,378.0,40.0,,8.119133257303272,57.692307692307686,25.2
2099,Siviriez,Fribourg,La Glâne,54468.0,17.4,1332.0,88.0,,32.53794192473024,82.35294117647058,25.1
5934,Valeyres-sous-Ursins,Vaud,Jura-Nord vaudois,55001.0,17.4,138.0,77.0,180436.0,33.706904114395996,83.78378378378379,25.0
2087,Mézières (FR),Fribourg,La Glâne,52258.0,16.2,604.0,85.0,,27.691025528555137,77.94117647058823,24.9
2230,Villarsel-sur-Marly,Fribourg,La Sarine,55358.0,29.6,27.0,90.0,,34.48986753223967,85.29411764705883,24.6
5812,Champtauroz,Vaud,Broye-Vully,54606.0,23.0,87.0,77.0,149121.0,32.8406000526362,83.78378378378379,24.5
5406,Lavey-Morcles,Vaud,Aigle,47693.0,12.7,560.0,71.5,228474.0,17.679182384419686,68.91891891891892,24.4
2173,Autigny,Fribourg,La Sarine,55200.0,18.3,447.0,90.0,,34.143345907535746,85.29411764705883,24.4
6630,Meyrin,Genève,Genève,46129.0,13.6,12407.0,42.0,,14.249056934818844,65.38461538461539,24.4
5552,Bullet,Vaud,Jura-Nord vaudois,51686.0,14.1,390.0,75.0,180436.0,26.436529520133345,78.37837837837837,24.0
2113,Vuisternens-devant-Romont,Fribourg,La Glâne,53560.0,18.3,1320.0,88.4,,30.546539170102637,82.94117647058825,23.8
5764,Vallorbe,Vaud,Jura-Nord vaudois,45303.0,10.5,2148.0,70.0,180436.0,12.4374945170629,64.86486486486487,23.8
5404,Corbeyrier,Vaud,Aigle,50203.0,11.7,265.0,74.0,228474.0,23.184051232564258,75.67567567567568,23.8
5822,Payerne,Vaud,Broye-Vully,45259.0,11.1,5185.0,70.0,149121.0,12.340994824107378,64.86486486486487,23.7
5512,Bercher,Vaud,Gros-de-Vaud,56294.0,20.5,721.0,79.0,264755.0,36.54267918238442,89.1891891891892,23.7
2196,Fribourg,Fribourg,La Sarine,47830.0,12.7,21668.0,80.0,,17.979647337485744,70.58823529411765,23.7
2086,Massonnens,Fribourg,La Glâne,55106.0,19.5,303.0,91.2,,33.937187472585315,87.05882352941177,23.4
5754,Juriens,Vaud,Jura-Nord vaudois,55883.0,16.2,204.0,79.0,180436.0,35.64128432318625,89.1891891891892,23.2
5673,Hermenches,Vaud,Broye-Vully,54450.0,16.9,225.0,78.0,149121.0,32.49846477761207,86.48648648648648,23.0
5589,Prilly,Vaud,Ouest lausannois,47688.0,12.1,6525.0,72.5,188994.0,17.668216510220194,71.62162162162163,23.0
5750,Les Clées,Vaud,Jura-Nord vaudois,56772.0,20.0,105.0,80.0,180436.0,37.591016755855776,91.8918918918919,22.8
2035,Nuvilly,Fribourg,La Broye,52293.0,13.8,247.0,87.9,,27.767786647951574,82.20588235294119,22.8
5925,Orzens,Vaud,Jura-Nord vaudois,55436.0,14.3,112.0,79.0,180436.0,34.66093516975173,89.1891891891892,22.7
5486,L'Isle,Vaud,Morges,50482.0,17.1,619.0,75.0,471789.0,23.79594701289587,78.37837837837837,22.7
6611,Chancy,Genève,Genève,60133.0,27.6,787.0,51.0,,44.962277392753755,100.0,22.5
5405,Gryon,Vaud,Aigle,48334.0,16.5,714.0,73.5,228474.0,19.085007456794457,74.32432432432432,22.4
5757,Orbe,Vaud,Jura-Nord vaudois,50538.0,13.8,4058.0,75.5,180436.0,23.91876480393017,79.72972972972973,22.1
5745,Baulmes,Vaud,Jura-Nord vaudois,51811.0,16.1,645.0,76.5,180436.0,26.710676375120624,82.43243243243244,22.1
5674,Lovatens,Vaud,Broye-Vully,49250.0,9.3,97.0,75.0,149121.0,21.09395561014124,78.37837837837837,21.4
5402,Bex,Vaud,Aigle,44282.0,11.1,4255.0,71.0,228474.0,10.198263005526801,67.56756756756756,21.3
5759,Premier,Vaud,Jura-Nord vaudois,54688.0,15.6,128.0,79.5,180436.0,33.02044038950785,90.54054054054053,21.2
5557,Fontaines-sur-Grandson,Vaud,Jura-Nord vaudois,45000.0,17.4,132.0,72.0,180436.0,11.772962540573735,70.27027027027027,20.8
2206,Marly,Fribourg,La Sarine,51085.0,17.4,4499.0,89.0,,25.118431441354506,83.82352941176471,20.6
5411,Ormont-Dessus,Vaud,Aigle,49706.0,16.1,814.0,76.0,228474.0,22.094043337134835,81.08108108108108,20.5
5871,L'Abbaye,Vaud,Jura-Nord vaudois,49560.0,16.3,860.0,76.0,180436.0,21.773839810509692,81.08108108108108,20.3
6620,Dardagny,Genève,Genève,52762.0,20.7,918.0,48.0,,28.796385647863847,88.46153846153845,20.2
6623,Le Grand-Saconnex,Genève,Genève,45777.0,17.9,5428.0,44.0,,13.477059391174665,73.07692307692307,20.2
5766,Vuiteboeuf,Vaud,Jura-Nord vaudois,48229.0,15.0,339.0,75.0,180436.0,18.854724098605143,78.37837837837837,20.2
5678,Moudon,Vaud,Broye-Vully,45108.0,9.8,2911.0,72.5,149121.0,12.009825423282743,71.62162162162163,20.2
6640,Thônex,Genève,Genève,45727.0,18.1,7996.0,44.0,,13.367400649179753,73.07692307692307,20.1
6628,Lancy,Genève,Genève,50992.0,16.2,17490.0,47.0,,24.91446618124397,84.61538461538461,20.1
2044,Surpierre,Fribourg,La Broye,49873.0,14.4,700.0,88.7,,22.46030353539784,83.38235294117648,19.5
